script,command,git_result,sley_result,git_ms,sley_ms,delta_ms,speedup_vs_git,git_ok,git_notok,sley_ok,sley_notok,git_total,sley_total
t4024-diff-optimize-common.sh,t4024-diff-optimize-common.sh,PASS,PASS,1018,997,-21,1.021,2,0,2,0,2,2
t7815-grep-binary.sh,t7815-grep-binary.sh,PASS,FAIL,1748,994,-754,1.759,22,0,15,7,22,22
t0056-git-C.sh,t0056-git-C.sh,PASS,FAIL,1304,992,-312,1.315,11,0,6,5,11,11
t0019-json-writer.sh,t0019-json-writer.sh,PASS,PASS,1030,991,-39,1.039,16,0,16,0,16,16
t7409-submodule-detached-work-tree.sh,t7409-submodule-detached-work-tree.sh,FAIL,PASS,550,991,441,0.555,1,2,3,0,3,3
t1302-repo-version.sh,t1302-repo-version.sh,PASS,FAIL,1150,990,-160,1.162,18,0,14,4,18,18
t4065-diff-anchored.sh,t4065-diff-anchored.sh,PASS,PASS,975,989,14,0.986,7,0,7,0,7,7
t4127-apply-same-fn.sh,t4127-apply-same-fn.sh,PASS,FAIL,1069,987,-82,1.083,7,0,2,5,7,7
t6414-merge-rename-nocruft.sh,t6414-merge-rename-nocruft.sh,PASS,PASS,1007,986,-21,1.021,3,0,3,0,3,3
t2003-checkout-cache-mkdir.sh,t2003-checkout-cache-mkdir.sh,PASS,FAIL,951,983,32,0.967,10,0,9,1,10,10
t5315-pack-objects-compression.sh,t5315-pack-objects-compression.sh,PASS,FAIL,1022,983,-39,1.040,9,0,5,4,9,9
t6013-rev-list-reverse-parents.sh,t6013-rev-list-reverse-parents.sh,PASS,FAIL,1165,982,-183,1.186,3,0,2,1,3,3
t2009-checkout-statinfo.sh,t2009-checkout-statinfo.sh,PASS,PASS,1108,981,-127,1.129,3,0,3,0,3,3
t7106-reset-unborn-branch.sh,t7106-reset-unborn-branch.sh,PASS,FAIL,1060,981,-79,1.081,7,0,5,2,7,7
t3211-peel-ref.sh,t3211-peel-ref.sh,PASS,PASS,955,968,13,0.987,8,0,8,0,8,8
t3307-notes-man.sh,t3307-notes-man.sh,PASS,PASS,932,968,36,0.963,3,0,3,0,3,3
t5410-receive-pack.sh,t5410-receive-pack.sh,PASS,FAIL,1841,968,-873,1.902,5,0,1,4,5,5
t6401-merge-criss-cross.sh,t6401-merge-criss-cross.sh,PASS,FAIL,1352,961,-391,1.407,4,0,3,1,4,4
t0017-env-helper.sh,t0017-env-helper.sh,PASS,PASS,948,958,10,0.990,5,0,5,0,5,5
t5307-pack-missing-commit.sh,t5307-pack-missing-commit.sh,PASS,PASS,1148,958,-190,1.198,5,0,5,0,5,5
t4125-apply-ws-fuzz.sh,t4125-apply-ws-fuzz.sh,PASS,PASS,859,953,94,0.901,4,0,4,0,4,4
t4063-diff-blobs.sh,t4063-diff-blobs.sh,PASS,FAIL,954,951,-3,1.003,18,0,6,12,18,18
t4117-apply-reject.sh,t4117-apply-reject.sh,PASS,PASS,742,949,207,0.782,8,0,8,0,8,8
t4122-apply-symlink-inside.sh,t4122-apply-symlink-inside.sh,PASS,FAIL,1380,948,-432,1.456,7,0,4,3,7,7
t5314-pack-cycle-detection.sh,t5314-pack-cycle-detection.sh,PASS,PASS,1074,948,-126,1.133,2,0,2,0,2,2
t3306-notes-prune.sh,t3306-notes-prune.sh,PASS,PASS,1271,947,-324,1.342,12,0,12,0,12,12
t0500-progress-display.sh,t0500-progress-display.sh,PASS,PASS,935,946,11,0.988,16,0,16,0,16,16
t1419-exclude-refs.sh,t1419-exclude-refs.sh,PASS,PASS,841,939,98,0.896,13,0,13,0,13,13
t4006-diff-mode.sh,t4006-diff-mode.sh,PASS,PASS,834,934,100,0.893,7,0,7,0,7,7
t1307-config-blob.sh,t1307-config-blob.sh,PASS,PASS,963,932,-31,1.033,13,0,13,0,13,13
t7103-reset-bare.sh,t7103-reset-bare.sh,PASS,PASS,999,931,-68,1.073,13,0,13,0,13,13
t3433-rebase-across-mode-change.sh,t3433-rebase-across-mode-change.sh,PASS,FAIL,3390,929,-2461,3.649,4,0,2,2,4,4
t4009-diff-rename-4.sh,t4009-diff-rename-4.sh,PASS,FAIL,994,925,-69,1.075,7,0,6,1,7,7
t4139-apply-escape.sh,t4139-apply-escape.sh,PASS,PASS,1028,924,-104,1.113,12,0,12,0,12,12
t1513-rev-parse-prefix.sh,t1513-rev-parse-prefix.sh,PASS,PASS,927,923,-4,1.004,11,0,11,0,11,11
t9351-fast-export-anonymize.sh,t9351-fast-export-anonymize.sh,PASS,FAIL,1138,920,-218,1.237,17,0,7,10,17,17
t0031-lockfile-pid.sh,t0031-lockfile-pid.sh,PASS,FAIL,968,919,-49,1.053,7,0,3,4,7,7
t0035-safe-bare-repository.sh,t0035-safe-bare-repository.sh,FAIL,PASS,1647,918,-729,1.794,11,2,13,0,13,13
t2008-checkout-subdir.sh,t2008-checkout-subdir.sh,PASS,PASS,1031,918,-113,1.123,9,0,9,0,9,9
t3601-rm-pathspec-file.sh,t3601-rm-pathspec-file.sh,PASS,PASS,919,918,-1,1.001,5,0,5,0,5,5
t0095-bloom.sh,t0095-bloom.sh,PASS,PASS,1009,915,-94,1.103,11,0,11,0,11,11
t3909-stash-pathspec-file.sh,t3909-stash-pathspec-file.sh,PASS,FAIL,1240,915,-325,1.355,5,0,4,1,5,5
t2011-checkout-invalid-head.sh,t2011-checkout-invalid-head.sh,PASS,FAIL,1722,914,-808,1.884,10,0,9,1,10,10
t6114-keep-packs.sh,t6114-keep-packs.sh,PASS,PASS,1094,914,-180,1.197,3,0,3,0,3,3
t3012-ls-files-dedup.sh,t3012-ls-files-dedup.sh,PASS,FAIL,1086,901,-185,1.205,3,0,1,2,3,3
t5750-bundle-uri-parse.sh,t5750-bundle-uri-parse.sh,PASS,PASS,941,900,-41,1.046,13,0,13,0,13,13
t6435-merge-sparse.sh,t6435-merge-sparse.sh,PASS,PASS,842,900,58,0.936,6,0,6,0,6,6
t7607-merge-state.sh,t7607-merge-state.sh,FAIL,PASS,903,896,-7,1.008,0,1,1,0,1,1
t8010-cat-file-filters.sh,t8010-cat-file-filters.sh,PASS,PASS,1182,890,-292,1.328,9,0,9,0,9,9
t5502-quickfetch.sh,t5502-quickfetch.sh,PASS,FAIL,4043,885,-3158,4.568,7,0,2,5,7,7
t6100-rev-list-in-order.sh,t6100-rev-list-in-order.sh,PASS,FAIL,1187,882,-305,1.346,3,0,2,1,3,3
t3009-ls-files-others-nonsubmodule.sh,t3009-ls-files-others-nonsubmodule.sh,PASS,PASS,844,880,36,0.959,2,0,2,0,2,2
t4035-diff-quiet.sh,t4035-diff-quiet.sh,PASS,FAIL,1185,880,-305,1.347,23,0,18,5,23,23
t5546-receive-limits.sh,t5546-receive-limits.sh,PASS,FAIL,1435,880,-555,1.631,17,0,14,3,17,17
t2000-conflict-when-checking-files-out.sh,t2000-conflict-when-checking-files-out.sh,PASS,PASS,920,879,-41,1.047,6,0,6,0,6,6
t4008-diff-break-rewrite.sh,t4008-diff-break-rewrite.sh,PASS,FAIL,927,872,-55,1.063,14,0,10,4,14,14
t5583-push-branches.sh,t5583-push-branches.sh,PASS,FAIL,1388,872,-516,1.592,8,0,4,4,8,8
t5406-remote-rejects.sh,t5406-remote-rejects.sh,PASS,PASS,888,870,-18,1.021,3,0,3,0,3,3
t2010-checkout-ambiguous.sh,t2010-checkout-ambiguous.sh,PASS,FAIL,914,867,-47,1.054,10,0,7,3,10,10
t4005-diff-rename-2.sh,t4005-diff-rename-2.sh,PASS,FAIL,759,866,107,0.876,4,0,3,1,4,4
t5544-pack-objects-hook.sh,t5544-pack-objects-hook.sh,PASS,FAIL,1491,864,-627,1.726,7,0,2,5,7,7
t1407-worktree-ref-store.sh,t1407-worktree-ref-store.sh,PASS,PASS,815,861,46,0.947,4,0,4,0,4,4
t4043-diff-rename-binary.sh,t4043-diff-rename-binary.sh,PASS,FAIL,708,860,152,0.823,3,0,2,1,3,3
t6408-merge-up-to-date.sh,t6408-merge-up-to-date.sh,PASS,FAIL,1018,857,-161,1.188,8,0,7,1,8,8
t1008-read-tree-overlay.sh,t1008-read-tree-overlay.sh,PASS,FAIL,970,854,-116,1.136,2,0,1,1,2,2
t0009-git-dir-validation.sh,t0009-git-dir-validation.sh,PASS,PASS,909,848,-61,1.072,6,0,6,0,6,6
t4121-apply-diffs.sh,t4121-apply-diffs.sh,PASS,PASS,749,848,99,0.883,2,0,2,0,2,2
t5002-archive-attr-pattern.sh,t5002-archive-attr-pattern.sh,PASS,PASS,1117,848,-269,1.317,19,0,19,0,19,19
t9002-column.sh,t9002-column.sh,PASS,FAIL,840,844,4,0.995,16,0,1,15,16,16
t3902-quoted.sh,t3902-quoted.sh,PASS,FAIL,891,842,-49,1.058,13,0,8,5,13,13
t5308-pack-detect-duplicates.sh,t5308-pack-detect-duplicates.sh,PASS,FAIL,1003,836,-167,1.200,6,0,4,2,6,6
t1412-reflog-loop.sh,t1412-reflog-loop.sh,PASS,PASS,863,833,-30,1.036,3,0,3,0,3,3
t2015-checkout-unborn.sh,t2015-checkout-unborn.sh,PASS,PASS,780,832,52,0.938,6,0,6,0,6,6
t5600-clone-fail-cleanup.sh,t5600-clone-fail-cleanup.sh,PASS,FAIL,958,830,-128,1.154,14,0,7,7,14,14
t5200-update-server-info.sh,t5200-update-server-info.sh,PASS,PASS,1030,829,-201,1.242,8,0,8,0,8,8
t0212-trace2-event.sh,t0212-trace2-event.sh,PASS,PASS,814,826,12,0.985,11,0,11,0,11,11
t7107-reset-pathspec-file.sh,t7107-reset-pathspec-file.sh,PASS,FAIL,1136,824,-312,1.379,11,0,1,10,11,11
t6428-merge-conflicts-sparse.sh,t6428-merge-conflicts-sparse.sh,PASS,FAIL,1115,823,-292,1.355,2,0,1,1,2,2
t6008-rev-list-submodule.sh,t6008-rev-list-submodule.sh,FAIL,PASS,730,819,89,0.891,0,2,2,0,2,2
t5554-noop-fetch-negotiator.sh,t5554-noop-fetch-negotiator.sh,PASS,FAIL,875,816,-59,1.072,1,0,0,1,1,1
t7515-status-symlinks.sh,t7515-status-symlinks.sh,PASS,PASS,725,815,90,0.890,3,0,3,0,3,3
t8008-blame-formats.sh,t8008-blame-formats.sh,PASS,PASS,901,812,-89,1.110,5,0,5,0,5,5
t4101-apply-nonl.sh,t4101-apply-nonl.sh,PASS,PASS,694,809,115,0.858,12,0,12,0,12,12
t1100-commit-tree-options.sh,t1100-commit-tree-options.sh,PASS,PASS,746,808,62,0.923,5,0,5,0,5,5
t0092-diagnose.sh,t0092-diagnose.sh,PASS,PASS,909,806,-103,1.128,4,0,4,0,4,4
t0101-at-syntax.sh,t0101-at-syntax.sh,PASS,FAIL,893,805,-88,1.109,8,0,7,1,8,8
t5522-pull-symlink.sh,t5522-pull-symlink.sh,PASS,PASS,1335,804,-531,1.660,4,0,4,0,4,4
t4039-diff-assume-unchanged.sh,t4039-diff-assume-unchanged.sh,PASS,FAIL,918,801,-117,1.146,4,0,1,3,4,4
t3205-branch-color.sh,t3205-branch-color.sh,PASS,PASS,894,798,-96,1.120,4,0,4,0,4,4
t4138-apply-ws-expansion.sh,t4138-apply-ws-expansion.sh,PASS,PASS,994,795,-199,1.250,5,0,5,0,5,5
t6413-merge-crlf.sh,t6413-merge-crlf.sh,PASS,FAIL,1383,794,-589,1.742,3,0,2,1,3,3
t5565-push-multiple.sh,t5565-push-multiple.sh,PASS,FAIL,1273,792,-481,1.607,2,0,1,1,2,2
t7423-submodule-symlinks.sh,t7423-submodule-symlinks.sh,FAIL,PASS,946,790,-156,1.197,4,2,6,0,6,6
t6301-for-each-ref-errors.sh,t6301-for-each-ref-errors.sh,PASS,PASS,869,785,-84,1.107,6,0,6,0,6,6
t4130-apply-criss-cross-rename.sh,t4130-apply-criss-cross-rename.sh,PASS,FAIL,871,783,-88,1.112,7,0,5,2,7,7
t4102-apply-rename.sh,t4102-apply-rename.sh,PASS,FAIL,566,772,206,0.733,5,0,4,1,5,5
t4217-log-limit.sh,t4217-log-limit.sh,PASS,FAIL,893,771,-122,1.158,3,0,1,2,3,3
t7421-submodule-summary-add.sh,t7421-submodule-summary-add.sh,FAIL,PASS,536,770,234,0.696,1,4,5,0,5,5
t0201-gettext-fallbacks.sh,t0201-gettext-fallbacks.sh,FAIL,PASS,533,768,235,0.694,0,0,8,0,0,8
t4118-apply-empty-context.sh,t4118-apply-empty-context.sh,PASS,PASS,724,768,44,0.943,3,0,3,0,3,3
t6014-rev-list-all.sh,t6014-rev-list-all.sh,PASS,FAIL,1018,764,-254,1.332,4,0,3,1,4,4
t2105-update-index-gitfile.sh,t2105-update-index-gitfile.sh,PASS,PASS,930,761,-169,1.222,4,0,4,0,4,4
t7514-commit-patch.sh,t7514-commit-patch.sh,PASS,PASS,684,758,74,0.902,3,0,3,0,3,3
t5311-pack-bitmaps-shallow.sh,t5311-pack-bitmaps-shallow.sh,PASS,PASS,1060,753,-307,1.408,6,0,6,0,6,6
t4046-diff-unmerged.sh,t4046-diff-unmerged.sh,PASS,FAIL,887,744,-143,1.192,8,0,2,6,8,8
t7101-reset-empty-subdirs.sh,t7101-reset-empty-subdirs.sh,PASS,PASS,746,744,-2,1.003,10,0,10,0,10,10
t7614-merge-signoff.sh,t7614-merge-signoff.sh,PASS,PASS,930,743,-187,1.252,4,0,4,0,4,4
t4037-diff-r-t-dirs.sh,t4037-diff-r-t-dirs.sh,PASS,PASS,806,738,-68,1.092,2,0,2,0,2,2
t4003-diff-rename-1.sh,t4003-diff-rename-1.sh,PASS,FAIL,844,735,-109,1.148,7,0,4,3,7,7
t1420-lost-found.sh,t1420-lost-found.sh,PASS,FAIL,766,732,-34,1.046,2,0,1,1,2,2
t3102-ls-tree-wildcards.sh,t3102-ls-tree-wildcards.sh,PASS,PASS,492,726,234,0.678,3,1,3,1,4,4
t7104-reset-hard.sh,t7104-reset-hard.sh,PASS,PASS,831,725,-106,1.146,3,0,3,0,3,3
t4062-diff-pickaxe.sh,t4062-diff-pickaxe.sh,PASS,FAIL,732,724,-8,1.011,3,0,1,2,3,3
t3103-ls-tree-misc.sh,ls-tree,PASS,PASS,706,715,9,0.987,10,0,10,0,10,10
t7612-merge-verify-signatures.sh,t7612-merge-verify-signatures.sh,PASS,PASS,527,715,188,0.737,16,0,16,0,16,16
t5405-send-pack-rewind.sh,t5405-send-pack-rewind.sh,PASS,PASS,1007,713,-294,1.412,3,0,3,0,3,3
t1418-reflog-exists.sh,t1418-reflog-exists.sh,PASS,FAIL,737,710,-27,1.038,6,0,3,3,6,6
t6134-pathspec-in-submodule.sh,t6134-pathspec-in-submodule.sh,FAIL,FAIL,604,710,106,0.851,0,3,2,1,3,3
t5321-pack-large-objects.sh,t5321-pack-large-objects.sh,PASS,PASS,617,708,91,0.871,2,0,2,0,2,2
t3003-ls-files-exclude.sh,t3003-ls-files-exclude.sh,PASS,PASS,758,707,-51,1.072,7,0,7,0,7,7
t5507-remote-environment.sh,t5507-remote-environment.sh,PASS,PASS,1134,707,-427,1.604,5,0,5,0,5,5
t7414-submodule-mistakes.sh,t7414-submodule-mistakes.sh,FAIL,PASS,687,705,18,0.974,4,1,5,0,5,5
t4107-apply-ignore-whitespace.sh,t4107-apply-ignore-whitespace.sh,PASS,FAIL,790,703,-87,1.124,11,0,9,2,11,11
t5704-protocol-violations.sh,t5704-protocol-violations.sh,PASS,PASS,599,703,104,0.852,3,0,3,0,3,3
t7417-submodule-path-url.sh,t7417-submodule-path-url.sh,FAIL,PASS,821,703,-118,1.168,2,3,5,0,5,5
t0051-windows-named-pipe.sh,t0051-windows-named-pipe.sh,PASS,PASS,522,702,180,0.744,0,0,0,0,0,0
t0024-crlf-archive.sh,t0024-crlf-archive.sh,PASS,PASS,691,696,5,0.993,3,0,3,0,3,3
t3703-add-magic-pathspec.sh,t3703-add-magic-pathspec.sh,PASS,FAIL,698,694,-4,1.006,6,0,4,2,6,6
t3010-ls-files-killed-modified.sh,t3010-ls-files-killed-modified.sh,PASS,PASS,711,692,-19,1.027,7,0,7,0,7,7
t4206-log-follow-harder-copies.sh,t4206-log-follow-harder-copies.sh,PASS,FAIL,854,690,-164,1.238,7,0,6,1,7,7
t2104-update-index-skip-worktree.sh,t2104-update-index-skip-worktree.sh,PASS,PASS,709,689,-20,1.029,7,0,7,0,7,7
t2106-update-index-assume-unchanged.sh,t2106-update-index-assume-unchanged.sh,PASS,PASS,818,688,-130,1.189,2,0,2,0,2,2
t3004-ls-files-basic.sh,t3004-ls-files-basic.sh,PASS,FAIL,826,688,-138,1.201,6,0,4,2,6,6
t7520-ignored-hook-warning.sh,t7520-ignored-hook-warning.sh,PASS,PASS,752,686,-66,1.096,5,0,5,0,5,5
t5602-clone-remote-exec.sh,t5602-clone-remote-exec.sh,PASS,FAIL,915,685,-230,1.336,3,0,2,1,3,3
t4044-diff-index-unique-abbrev.sh,t4044-diff-index-unique-abbrev.sh,PASS,FAIL,785,682,-103,1.151,2,0,1,1,2,2
t5524-pull-msg.sh,t5524-pull-msg.sh,PASS,PASS,1003,680,-323,1.475,3,0,3,0,3,3
t7615-diff-algo-with-mergy-operations.sh,t7615-diff-algo-with-mergy-operations.sh,PASS,FAIL,980,679,-301,1.443,7,0,3,4,7,7
t4113-apply-ending.sh,t4113-apply-ending.sh,PASS,PASS,597,677,80,0.882,3,0,3,0,3,3
t4123-apply-shrink.sh,t4123-apply-shrink.sh,PASS,PASS,627,676,49,0.928,2,0,2,0,2,2
t0022-crlf-rename.sh,t0022-crlf-rename.sh,PASS,PASS,714,666,-48,1.072,2,0,2,0,2,2
t2100-update-cache-badpath.sh,t2100-update-cache-badpath.sh,PASS,FAIL,587,663,76,0.885,5,0,1,4,5,5
t1311-config-optional.sh,t1311-config-optional.sh,PASS,PASS,735,656,-79,1.120,3,0,3,0,3,3
t3702-add-edit.sh,t3702-add-edit.sh,PASS,FAIL,1271,656,-615,1.938,3,0,2,1,3,3
t4025-hunk-header.sh,t4025-hunk-header.sh,PASS,FAIL,506,653,147,0.775,2,0,1,1,2,2
t4074-diff-shifted-matched-group.sh,t4074-diff-shifted-matched-group.sh,PASS,PASS,673,651,-22,1.034,4,0,4,0,4,4
t4016-diff-quote.sh,t4016-diff-quote.sh,PASS,PASS,616,650,34,0.948,5,0,5,0,5,5
t4109-apply-multifrag.sh,t4109-apply-multifrag.sh,PASS,FAIL,564,645,81,0.874,3,0,0,3,3,3
t0062-revision-walking.sh,t0062-revision-walking.sh,PASS,PASS,687,644,-43,1.067,2,0,2,0,2,2
t0200-gettext-basic.sh,t0200-gettext-basic.sh,FAIL,PASS,507,644,137,0.787,0,0,16,0,0,16
t3005-ls-files-relative.sh,t3005-ls-files-relative.sh,PASS,PASS,687,644,-43,1.067,4,0,4,0,4,4
t4031-diff-rewrite-binary.sh,t4031-diff-rewrite-binary.sh,PASS,FAIL,1084,639,-445,1.696,8,0,3,5,8,8
t0204-gettext-reencode-sanity.sh,t0204-gettext-reencode-sanity.sh,FAIL,PASS,539,638,99,0.845,0,0,8,0,0,8
t7030-verify-tag.sh,t7030-verify-tag.sh,PASS,PASS,542,638,96,0.850,16,0,16,0,16,16
t3908-stash-in-worktree.sh,t3908-stash-in-worktree.sh,PASS,PASS,739,636,-103,1.162,2,0,2,0,2,2
t4073-diff-stat-name-width.sh,t4073-diff-stat-name-width.sh,PASS,PASS,654,636,-18,1.028,6,0,6,0,6,6
t6133-pathspec-rev-dwim.sh,t6133-pathspec-rev-dwim.sh,PASS,PASS,626,635,9,0.986,6,0,6,0,6,6
t1003-read-tree-prefix.sh,t1003-read-tree-prefix.sh,PASS,PASS,612,620,8,0.987,3,0,3,0,3,3
t2300-cd-to-toplevel.sh,t2300-cd-to-toplevel.sh,FAIL,FAIL,582,620,38,0.939,0,5,0,5,5,5
t1515-rev-parse-outside-repo.sh,t1515-rev-parse-outside-repo.sh,PASS,PASS,654,618,-36,1.058,4,0,4,0,4,4
t4029-diff-trailing-space.sh,t4029-diff-trailing-space.sh,PASS,FAIL,816,618,-198,1.320,1,0,0,1,1,1
t9901-git-web--browse.sh,t9901-git-web--browse.sh,FAIL,FAIL,743,618,-125,1.202,0,5,0,5,5,5
t0067-parse_pathspec_file.sh,t0067-parse_pathspec_file.sh,PASS,PASS,547,616,69,0.888,8,0,8,0,8,8
t4133-apply-filenames.sh,t4133-apply-filenames.sh,PASS,FAIL,603,616,13,0.979,4,0,2,2,4,4
t2014-checkout-switch.sh,t2014-checkout-switch.sh,PASS,PASS,699,615,-84,1.137,4,0,4,0,4,4
t4210-log-i18n.sh,t4210-log-i18n.sh,FAIL,PASS,311,615,304,0.506,0,0,21,0,0,21
t2002-checkout-cache-u.sh,t2002-checkout-cache-u.sh,PASS,PASS,744,611,-133,1.218,3,0,3,0,3,3
t0070-fundamental.sh,t0070-fundamental.sh,PASS,PASS,600,610,10,0.984,11,0,11,0,11,11
t7702-repack-cyclic-alternate.sh,t7702-repack-cyclic-alternate.sh,PASS,PASS,922,608,-314,1.516,2,0,2,0,2,2
t0023-crlf-am.sh,t0023-crlf-am.sh,PASS,PASS,783,607,-176,1.290,2,0,2,0,2,2
t0004-unwritable.sh,t0004-unwritable.sh,PASS,FAIL,591,605,14,0.977,9,0,5,4,9,9
t4066-diff-emit-delay.sh,t4066-diff-emit-delay.sh,PASS,FAIL,832,604,-228,1.377,2,0,1,1,2,2
t0071-sort.sh,t0071-sort.sh,PASS,PASS,601,603,2,0.997,1,0,1,0,1,1
t0018-advice.sh,t0018-advice.sh,PASS,FAIL,696,602,-94,1.156,6,0,4,2,6,6
t6110-rev-list-sparse.sh,t6110-rev-list-sparse.sh,PASS,PASS,787,601,-186,1.309,2,0,2,0,2,2
t3006-ls-files-long.sh,t3006-ls-files-long.sh,PASS,PASS,744,598,-146,1.244,3,0,3,0,3,3
t2019-checkout-ambiguous-ref.sh,t2019-checkout-ambiguous-ref.sh,PASS,FAIL,722,597,-125,1.209,9,0,7,2,9,9
t4134-apply-submodule.sh,t4134-apply-submodule.sh,PASS,FAIL,522,597,75,0.874,2,0,1,1,2,2
t8005-blame-i18n.sh,t8005-blame-i18n.sh,PASS,PASS,703,595,-108,1.182,5,0,5,0,5,5
t1406-submodule-ref-store.sh,t1406-submodule-ref-store.sh,PASS,PASS,655,594,-61,1.103,15,0,15,0,15,15
t0066-dir-iterator.sh,t0066-dir-iterator.sh,PASS,PASS,567,591,24,0.959,10,0,10,0,10,10
t4105-apply-fuzz.sh,t4105-apply-fuzz.sh,PASS,FAIL,639,590,-49,1.083,9,0,5,4,9,9
t5618-alternate-refs.sh,t5618-alternate-refs.sh,PASS,FAIL,707,590,-117,1.198,6,0,2,4,6,6
t0202-gettext-perl.sh,t0202-gettext-perl.sh,FAIL,PASS,502,588,86,0.854,0,0,1,0,0,1
t7062-wtstatus-ignorecase.sh,t7062-wtstatus-ignorecase.sh,PASS,PASS,592,588,-4,1.007,1,0,1,0,1,1
t4028-format-patch-mime-headers.sh,t4028-format-patch-mime-headers.sh,PASS,PASS,694,582,-112,1.192,3,0,3,0,3,3
t8015-blame-diff-algorithm.sh,t8015-blame-diff-algorithm.sh,PASS,FAIL,605,573,-32,1.056,7,0,3,4,7,7
t5615-alternate-env.sh,t5615-alternate-env.sh,PASS,FAIL,655,568,-87,1.153,9,0,7,2,9,9
t0203-gettext-setlocale-sanity.sh,t0203-gettext-setlocale-sanity.sh,FAIL,PASS,524,566,42,0.926,0,0,2,0,0,2
t3409-rebase-environ.sh,t3409-rebase-environ.sh,PASS,PASS,578,560,-18,1.032,3,0,3,0,3,3
t7524-commit-summary.sh,t7524-commit-summary.sh,PASS,PASS,802,560,-242,1.432,2,0,2,0,2,2
t4054-diff-bogus-tree.sh,t4054-diff-bogus-tree.sh,PASS,PASS,574,550,-24,1.044,14,0,14,0,14,14
t5573-pull-verify-signatures.sh,t5573-pull-verify-signatures.sh,PASS,PASS,651,550,-101,1.184,16,0,16,0,16,16
t4136-apply-check.sh,t4136-apply-check.sh,PASS,PASS,562,549,-13,1.024,6,0,6,0,6,6
t0005-signals.sh,t0005-signals.sh,PASS,FAIL,772,548,-224,1.409,5,0,2,3,5,5
t0013-sha1dc.sh,t0013-sha1dc.sh,PASS,PASS,605,547,-58,1.106,1,0,1,0,1,1
t2007-checkout-symlink.sh,t2007-checkout-symlink.sh,PASS,FAIL,818,546,-272,1.498,4,0,2,2,4,4
t1009-read-tree-new-index.sh,t1009-read-tree-new-index.sh,PASS,PASS,688,544,-144,1.265,3,0,3,0,3,3
t5529-push-errors.sh,t5529-push-errors.sh,PASS,FAIL,548,544,-4,1.007,8,0,5,3,8,8
t0029-core-unsetenvvars.sh,t0029-core-unsetenvvars.sh,PASS,PASS,477,535,58,0.892,0,0,0,0,0,0
t3020-ls-files-error-unmatch.sh,t3020-ls-files-error-unmatch.sh,PASS,PASS,639,534,-105,1.197,3,0,3,0,3,3
t4049-diff-stat-count.sh,t4049-diff-stat-count.sh,PASS,PASS,618,534,-84,1.157,4,0,4,0,4,4
t5580-unc-paths.sh,t5580-unc-paths.sh,PASS,PASS,509,533,24,0.955,0,0,0,0,0,0
t1601-index-bogus.sh,t1601-index-bogus.sh,PASS,FAIL,554,532,-22,1.041,4,0,2,2,4,4
t4106-apply-stdin.sh,t4106-apply-stdin.sh,PASS,FAIL,593,527,-66,1.125,3,0,1,2,3,3
t4110-apply-scan.sh,t4110-apply-scan.sh,PASS,FAIL,522,526,4,0.992,1,0,0,1,1,1
t1509-root-work-tree.sh,t1509-root-work-tree.sh,PASS,PASS,480,516,36,0.930,0,0,0,0,0,0
t0034-root-safe-directory.sh,t0034-root-safe-directory.sh,PASS,PASS,514,511,-3,1.006,0,0,0,0,0,0
t0213-trace2-ancestry.sh,t0213-trace2-ancestry.sh,PASS,PASS,567,509,-58,1.114,5,0,5,0,5,5
t3008-ls-files-lazy-init-name-hash.sh,t3008-ls-files-lazy-init-name-hash.sh,PASS,PASS,387,503,116,0.769,1,0,1,0,1,1
t2005-checkout-index-symlinks.sh,t2005-checkout-index-symlinks.sh,PASS,FAIL,449,495,46,0.907,3,0,1,2,3,3
t5513-fetch-track.sh,t5513-fetch-track.sh,PASS,PASS,582,492,-90,1.183,2,0,2,0,2,2
t6419-merge-ignorecase.sh,t6419-merge-ignorecase.sh,PASS,FAIL,1452,492,-960,2.951,2,0,0,2,2,2
t2202-add-addremove.sh,t2202-add-addremove.sh,PASS,PASS,538,486,-52,1.107,3,0,3,0,3,3
t7812-grep-icase-non-ascii.sh,t7812-grep-icase-non-ascii.sh,FAIL,PASS,330,481,151,0.686,0,0,18,0,0,18
t3435-rebase-gpg-sign.sh,t3435-rebase-gpg-sign.sh,PASS,PASS,481,478,-3,1.006,0,0,0,0,0,0
t5518-fetch-exit-status.sh,t5518-fetch-exit-status.sh,PASS,FAIL,593,473,-120,1.254,3,0,2,1,3,3
t6425-merge-rename-delete.sh,t6425-merge-rename-delete.sh,PASS,PASS,577,471,-106,1.225,1,0,1,0,1,1
t3002-ls-files-dashpath.sh,t3002-ls-files-dashpath.sh,PASS,PASS,462,458,-4,1.009,6,0,6,0,6,6
t1022-read-tree-partial-clone.sh,t1022-read-tree-partial-clone.sh,PASS,FAIL,660,455,-205,1.451,1,0,0,1,1,1
t7813-grep-icase-iso.sh,t7813-grep-icase-iso.sh,FAIL,PASS,493,451,-42,1.093,0,0,2,0,0,2
t4036-format-patch-signer-mime.sh,t4036-format-patch-signer-mime.sh,PASS,PASS,498,450,-48,1.107,5,0,5,0,5,5
t4004-diff-rename-symlink.sh,t4004-diff-rename-symlink.sh,PASS,FAIL,498,440,-58,1.132,4,0,3,1,4,4
t7518-ident-corner-cases.sh,t7518-ident-corner-cases.sh,PASS,PASS,499,439,-60,1.137,5,0,5,0,5,5
